vectorLength,library,initialisation,euclidean,cosine
1900,helib,23203094,521644368,1959527840
1900,helib,22302667,521059497,1964100871
1900,helib,22300852,520945483,1965003517
1900,helib,22320959,520716743,1963142960
1900,helib,22309697,520808536,1964403886
1900,helib,22299716,521083934,1961076368
1900,helib,22306524,520540604,1960790293
1900,helib,22310693,521073817,1962571989
1900,helib,22311646,520692116,1960076168
1900,helib,22333098,520489011,1959984806
1950,helib,22332475,534572463,2012441928
1950,helib,22328502,534663131,2013992167
1950,helib,22329324,534206950,2012670863
1950,helib,22309464,536232660,2012202850
1950,helib,22306509,534338957,2012937251
1950,helib,22306974,534029584,2011681602
1950,helib,22323958,534915212,2014679417
1950,helib,22310944,533001426,2008158665
1950,helib,22304197,534491394,2014148472
1950,helib,22291958,534154850,2013023972
2000,helib,22329837,549193739,2067315611
2000,helib,22320063,547529853,2062920628
2000,helib,22301028,552660913,2064374848
2000,helib,22339445,548239716,2064845803
2000,helib,22303223,548798733,2066746374
2000,helib,22303095,547451447,2064994988
2000,helib,22302299,548654825,2071556091
2000,helib,22299677,548415415,2071267147
2000,helib,22335366,549552977,2068340057
2000,helib,22353892,549856489,2071704457
